Director Score ,Director Experiecne,Actor 1 Experience ,Actor 1 Score ,Actor 2 Experience ,Actor 2 Score,Actor 3 Experience ,Actor 3 score,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,Class
26906039,1,1,32131830,1,32131830,2,18421142.5,6,12000,2000,422,15015,137000000,5
9092019.25,4,2,242303.5,1,180483,1,180483,0,462,143,105,760,10000,9
58214,1,1,92900,4,18037311,2,16570626.5,8,1000,893,495,3146,5000000,9
434417,1,4,10346066.25,4,18037311,3,90974766,23,22000,893,232,23513,10000000,8
38588475.75,4,10,42029674.3,4,18037311,4,23587314,541,18000,893,530,20660,70000000,4
15152879,1,5,82483594.2,4,18037311,2,51245113.5,13,11000,893,695,13628,70000000,7
3964023,3,2,2287879,1,269061,1,269061,0,304,8,4,338,2000000,9
271700394.2,5,14,122040217.6,2,309775640,1,251501645,275,7000,2000,975,11608,69000000,1
271700394.2,5,14,122040217.6,2,309775640,7,182771558.9,275,7000,2000,1000,11905,76000000,1
47250427,3,1,36385763,1,36385763,3,14831174.67,0,648,568,463,1937,52000000,5
1064277,1,6,27971569.17,3,47291868.25,2,5263228.5,107,12000,530,280,13208,13000000,8
15712072,1,1,14967182,3,47291868.25,1,14967182,19,13000,530,351,14463,40000000,7
12942415,2,3,37048784.67,3,47291868.25,2,44801407.5,277,1000,530,327,2412,2300000,3
58759893.2,5,4,63612969,1,50461335,3,56779737,15,17000,1000,602,20466,11000000,4
1046166,1,3,19468488.67,1,3029081,4,26135580.5,263,263,261,179,993,6000000,8
18681693.25,4,2,41966801.5,1,83892374,4,37186784,38,940,826,745,4230,66000000,2
69298843.5,8,2,30921601.5,2,70927421,1,61656849,151,11000,635,430,12908,110000000,3
38174620.8,5,26,94986586.58,2,70927421,1,80197993,100,678,635,327,1729,32000000,2
127191395.4,7,26,94986586.58,1,150368971,6,71058478.83,43,740,707,651,3425,37000000,1
83654787.5,2,16,68169648.75,1,84749884,1,84749884,21,438,332,189,1081,3000000,2
41885826.83,6,3,45013410.67,1,37566230,4,60472540,9,818,636,503,2164,17000000,5
18272447,1,2,16372936,2,11561876,1,23031390,0,1000,597,498,2868,4500000,6
6373693,1,29,90807581.55,2,11561876,2,5800392.5,7,890,597,424,3138,1500000,9
14990515,3,1,777423,5,44492251.4,4,20922713.25,162,2000,878,745,4351,25000000,9
66365476.13,8,19,74436746.21,5,44492251.4,4,88403754.75,165,12000,878,744,15362,75000000,1
20553808.6,10,1,32721635,5,44492251.4,2,32721635,29,956,878,616,3861,15000000,5
27689474,1,1,32721635,5,44492251.4,2,32721635,29,956,878,616,3861,15000000,5
113569517.8,5,22,56921748.91,5,44492251.4,2,71089248,0,2000,878,651,5161,1200000,4
69006493.67,6,2,5077713.5,1,10137232,2,20330400,12000,984,940,897,5702,50000000,7
24256441.92,13,9,67751452.11,1,75638743,1,75638743,0,13000,240,175,13634,60000000,3
33023224,3,1,12065985,1,12065985,1,12065985,65,743,730,440,2367,60000000,7
42442088,2,3,85955466.33,19,70964212.2,1,126546825,0,19000,11000,903,32325,40000000,1
22725551.67,3,10,33242205.7,19,70964212.2,6,11664967.33,0,40000,11000,968,54031,100000000,6
67583511.33,3,16,68169648.75,19,70964212.2,4,93933656.5,335,11000,11000,988,25763,75000000,1
13077951,2,1,22494487,19,70964212.2,2,22494487,118,13000,11000,1000,26451,27000000,6
25363778,2,11,83614541.91,19,70964212.2,2,22494487,118,13000,11000,1000,26451,27000000,6
62806443.67,3,2,142683147.5,19,70964212.2,3,65479814.33,16000,16000,11000,638,28544,14400000,1
91174756,4,20,57424035.85,19,70964212.2,1,90356857,124,13000,11000,357,24928,58000000,2
52291747.15,13,36,91783206.47,19,70964212.2,6,125162558,99,18000,11000,581,31014,50000000,6
69298843.5,8,24,85068342.38,19,70964212.2,1,37479778,16000,13000,11000,204,24458,60000000,5
58203779.25,8,29,61087552.07,19,70964212.2,3,24345909,380,18000,11000,2000,32930,18000000,6
33541019,3,4,38819734,19,70964212.2,3,24345909,380,18000,11000,2000,32930,18000000,6
144775991.5,2,3,53373098.67,19,70964212.2,2,78942693,14000,12000,11000,11000,37570,36000000,4
58824292.25,4,4,25771041,19,70964212.2,1,100422786,16000,16000,11000,567,28830,30000000,1
40766351.5,2,24,62428649.96,19,70964212.2,1,98895417,845,18000,11000,992,31782,70000000,2
98116871.67,6,9,43064507.11,19,70964212.2,5,76639775.6,249,18000,11000,808,30383,50000000,3
98116871.67,6,2,87510579,19,70964212.2,3,41426864,226,22000,11000,966,35694,28000000,3
58203779.25,8,19,74436746.21,19,70964212.2,1,64685359,209,11000,11000,886,23031,90000000,3
119046932.8,8,5,60108708.4,19,70964212.2,3,44233985.33,3000,14000,11000,3000,30010,68000000,2
124562239.1,13,25,140782475.4,19,70964212.2,6,65347352.17,293,87000,11000,7000,108016,175000000,1
2496691.5,2,1,274385,2,23826737.5,1,274385,766,595,486,269,1519,4000000,9
158763032.4,5,5,15828230.8,2,23826737.5,1,47379090,14000,745,486,412,2529,70000000,4
94664663.56,8,24,62428649.96,1,102922376,1,102922376,82,813,366,85,1520,20000000,1
4414159,3,1,123777,1,123777,1,123777,28,426,294,131,1043,3500000,9
26893,1,6,9770846.167,1,38108,1,38108,76,123,76,36,239,2600000,9
91931980.4,5,13,45718710.08,1,90835030,6,62974544.17,167,2000,874,655,5178,40000000,2
52880309.33,3,11,95139529.18,1,2912363,1,2912363,151,113,64,29,278,3000000,8
81324159,5,17,62198271.18,1,71017784,1,71017784,67,681,71,40,914,105000000,3
17236968,2,10,43598478.9,1,4357000,4,26135580.5,278,3000,359,179,3864,30000000,8
2987687,2,9,72480207.22,1,10037390,1,10037390,2,43,3,3,53,1000000000,7
1474508,1,6,34827337.83,6,24075894.83,7,37178551,105,18000,6000,748,25269,16000000,9
16228707.53,19,19,105641206.8,6,24075894.83,4,43995292.75,11000,12000,6000,557,19310,22000000,8
71596003.33,3,2,21302475,6,24075894.83,1,37304950,16000,29000,6000,363,36258,35000000,5
49216905.75,4,26,94986586.58,6,24075894.83,1,42335698,0,15000,6000,529,21668,18000000,4
3647069,2,4,9791655.75,6,24075894.83,1,17114882,0,10000,6000,509,17211,25000000,7
47977634.31,13,26,94986586.58,6,24075894.83,5,54639859,51,13000,6000,360,20330,13000000,4
216594,2,1,673780,1,673780,1,673780,397,5,0,0,5,10000,9
27855546.67,3,1,18317151,1,18317151,1,18317151,52,553,214,134,1082,35000000,7
10919549,3,4,16052350,1,27972410,1,27972410,29,427,304,252,1461,35000000,6
62476106.4,5,22,56921748.91,4,120847679.8,2,193687579.5,0,26000,20000,12000,60059,150000000,1
92050596.5,2,2,154335096.5,4,120847679.8,2,193687579.5,230,26000,20000,12000,59803,170000000,1
63396341.4,5,1,95632614,4,120847679.8,1,95632614,333,22000,20000,16000,61110,79000000,2
5559985,2,2,4313413,4,120847679.8,3,95789542,58,23000,20000,973,44969,7000000,9
46142843.2,5,1,992238,1,992238,1,992238,84,680,46,34,763,1700000,9
25464480,1,15,30483265,1,41609593,1,41609593,287,22000,2000,135,24270,55000000,4
428535,1,2,6028225.5,1,1950218,1,1950218,56,21000,104,13,21124,1000000,8
60615383.8,10,8,84751564.13,2,49746421,1,47095453,446,20000,1000,821,22209,48000000,4
19484080,5,2,26347027,2,49746421,4,50448855.25,687,16000,1000,957,19764,65000000,4
10286727,2,2,3200248.5,1,1666262,2,1654025,133,898,708,258,2096,16000000,8
31799588,2,15,59253169.2,2,51975943,1,49875589,143,1000,664,519,4416,58000000,4
30732667.25,4,2,22252225,1,11905519,1,11905519,64,778,635,380,2205,200000000,7
46039488,2,17,62198271.18,6,108867314.2,3,36173616.67,763,8000,886,809,11454,85000000,3
121621863.1,9,4,93306545.75,6,108867314.2,2,90174624,50,979,886,692,3382,133000000,1
13491653,1,9,99404221.67,6,108867314.2,1,2954405,31,944,886,450,2928,36000000,8
253543667.5,2,8,97015780.75,6,108867314.2,1,422783777,28,2000,886,847,6458,45000000,1
17004588,2,26,94986586.58,6,108867314.2,2,8704321,96,887,886,554,2728,90000000,9
20915465,1,6,22084518,6,108867314.2,1,22326247,34,978,886,685,3821,60000000,6
53634485.67,3,6,20431386.17,1,4720371,1,4720371,7,11000,43,35,11116,7000000,8
425938,2,16,49811301.44,2,51796716.33,2,30329101.5,187,818,467,204,1813,13000000,9
56154094,1,1,46975183,2,51796716.33,1,46975183,845,650,467,295,1640,61000000,4
16020539,2,6,50017033,2,92938781,1,24848292,65,3000,427,149,4089,20000000,6
49727030.27,11,1,161029270,2,92938781,1,161029270,473,559,427,303,2702,28000000,1
81324159,5,1,19351569,1,19351569,1,19351569,221,240,226,110,664,22000000,7
38942559.75,4,1,22450975,2,15265545.5,1,22450975,0,786,625,272,1906,37000000,6
4308981,1,17,62198271.18,2,15265545.5,3,35427096.33,6,8000,625,596,10732,15000000,8
51468038.5,4,3,107593888,1,37371385,1,37371385,99,176,61,57,390,40000000,5
1779284,1,3,11727432,1,9213,1,9213,611,23000,196,28,23240,94000000,9
12200000,1,3,50380692.67,6,19908263.33,2,53984503,46,14000,826,701,17336,8000000,7
3629758,1,1,4692814,6,19908263.33,3,43290226,15,883,826,660,3291,8000000,8
9959544.667,3,9,114034471.2,6,19908263.33,3,53033165.67,14,865,826,624,3639,60000000,7
17242965,2,22,74646101.91,6,19908263.33,3,18763575.33,28,962,826,582,3871,10000000,7
48863131,3,26,70791394.65,6,19908263.33,1,70163652,14,17000,826,633,19334,40000000,3
777423,1,4,73977092,6,19908263.33,4,6222928.25,112,1000,826,428,3085,1000000,8
6000000,1,1,15361537,1,15361537,1,15361537,70,462,444,223,1855,13000000,7
78870397,7,16,68169648.75,1,8054280,3,14831174.67,54,786,567,463,2730,20000000,8
50293056.33,3,1,81150692,5,80954774.6,3,43769999,32,773,664,521,2916,35000000,2
119793567,1,4,94345850.75,5,80954774.6,4,80905795.25,12000,12000,664,643,15449,25000000,1
57163112.5,16,42,42849117.6,5,80954774.6,4,80905795.25,0,12000,664,643,14710,27800000,4
100237505.7,3,12,49418512.67,5,80954774.6,4,80905795.25,338,12000,664,643,16007,35000000,2
125908004.3,7,26,58934241.92,5,80954774.6,4,80905795.25,12000,12000,664,643,14762,17000000,3
15278,1,1,18378,1,18378,1,18378,4,1000,233,201,1558,900000,9
47027413,4,13,45718710.08,2,34350553,3,43448475.67,82,622,591,536,2486,68000000,5
17167359,4,3,35224530.33,2,34350553,3,43448475.67,82,622,591,537,2488,68000000,5
83423053.4,5,6,27971569.17,1,768045,1,768045,521,773,89,80,976,2000000,9
196067,1,2,24478409.5,1,410241,1,410241,68,835,601,391,2110,2000000,9
78962929,6,5,25973979.8,1,16153600,1,16153600,0,18000,269,203,19065,10000000,7
6420319,1,13,47377885.46,4,32786330,3,34199002.33,0,12000,593,383,13528,14000000,7
27132702,2,13,45718710.08,4,32786330,1,56398162,30,962,593,284,2390,20000000,4
3076425,1,6,9770846.167,4,32786330,1,5654777,32,843,593,324,2165,25000000,8
45542421,1,2,51307263,4,32786330,1,57887882,23,1000,593,418,2325,50000000,4
98130188.58,12,3,64544560.33,2,95043956.5,1,45356386,258,2000,277,163,2864,75000000,4
42890046.75,4,1,144731527,2,95043956.5,2,88365763.5,503,808,277,94,1446,35000000,1
39146940,8,2,28158727.5,1,4717455,1,4717455,319,1000,65,48,1171,12000000,8
27578931,2,2,68426532.5,1,82624961,1,82624961,729,8000,727,552,9578,20000000,2
124562239.1,13,4,117379448.8,2,71305913.5,1,94497271,67,2000,641,597,4729,20000000,2
137367571.3,3,2,32959414.5,2,71305913.5,2,28255749,38,1000,641,631,4604,26000000,4
78692452.24,17,6,20133306,1,6047856,1,6047856,188,187,127,35,358,8500000,8
16938179,1,10,42029674.3,1,26384919,1,26384919,0,3000,360,170,3677,15000000,6
37480452.8,5,11,64944704,2,6795089.5,3,26383457.67,39,2000,898,534,5162,40000000,8
44032714.75,8,11,83614541.91,2,6795089.5,2,27766956,0,13000,898,726,15230,6500000,8
69030827.8,5,1,67962333,1,67962333,1,67962333,8,1000,358,278,2689,35000000,3
58056291.33,6,5,33219812.8,1,301305,1,301305,11000,306,164,116,796,13000000,9
2283276,1,1,4231500,1,4231500,3,11410775,25,638,85,73,822,1000000,8
5348993,3,4,23562728.5,1,17237244,1,17237244,210,22000,164,123,22574,15000000,7
23010448,3,1,16027866,1,16027866,1,16027866,11,805,173,150,1411,25000000,7
14249005,1,2,26090860.5,4,49236795,1,1512815,149,20000,617,439,21414,25000000,8
16088610,1,5,57259350.6,4,49236795,2,4255379,143,14000,617,280,15337,26000000,8
10286727,2,3,64544560.33,4,49236795,1,64371181,149,639,617,250,1845,28000000,3
111719830,5,42,42849117.6,4,49236795,1,125603360,608,2000,617,576,3698,60000000,1
36833473,1,9,34786323.11,1,71346930,1,71346930,529,576,447,325,1554,28000000,3
104729952.7,6,1,131564731,1,131564731,2,75920088.5,0,1000,756,346,2857,150000000,1
36762906.57,7,26,94986586.58,2,66522454,1,131144183,165,11000,509,240,12150,115000000,1
2711210,1,20,63772051.65,2,66522454,3,7718436.333,214,1000,509,430,2129,2000000,8
46440491,1,13,63511379.92,1,93452056,2,180970192.5,0,11000,2000,760,14868,45000000,2
74364250.14,7,2,25546120.5,2,36802694,2,88002255.5,123,14000,924,904,17551,38000000,4
27513932.33,3,18,47298173.67,2,36802694,1,31607598,13,34000,924,261,35717,6900000,5
62095597.44,9,31,51583335.03,1,26082914,2,31051488.5,93,287,233,218,993,87000000,6
70712991.89,9,9,34786323.11,2,28240583.5,1,50549107,0,539,394,288,1411,60000000,4
5530576,2,1,5932060,2,28240583.5,1,5932060,4,14000,394,112,14625,35000000,8
11278,1,1,12843,1,12843,1,12843,33,470,378,118,1233,6000000,9
1089445,1,4,3958166.75,1,866778,1,866778,0,20000,329,20,20364,10000000,9
50866666.67,3,3,58754511.33,2,35753018.5,3,48401295.67,0,26000,12000,816,40312,31000000,4
15506342.5,4,2,8809532,2,35753018.5,6,11664967.33,214,14000,12000,968,27214,20000000,7
41885826.83,6,3,45013410.67,1,37481242,1,37481242,16,1000,700,584,3356,35000000,5
14664905.73,11,1,51853450,1,51853450,4,93933656.5,54,3000,2000,988,9069,25000000,4
50293056.33,3,1,28563179,1,28563179,1,28563179,115,3000,327,97,3681,21000000,6
33541019,3,3,19452873.67,1,35990505,2,18030516,29,14000,1000,742,16400,20000000,5
26447237.5,4,5,69573067.2,7,27699953.43,1,10544143,4,2000,1000,677,4843,20000000,7
99611749,3,2,56776492.5,7,27699953.43,2,6607323.5,386,14000,1000,812,17490,11000000,7
45891239.67,3,12,49418512.67,7,27699953.43,6,21284903.5,541,8000,1000,442,10493,26000000,3
164569324,25,24,85068342.38,7,27699953.43,4,50448855.25,0,49000,1000,957,55254,100000000,4
424653,2,24,62428649.96,7,27699953.43,1,1631839,3,14000,1000,826,17665,10000000,8
57163112.5,16,42,42849117.6,7,27699953.43,3,66256496,11000,10000,1000,485,12258,60000000,4
15738632,1,6,25108509.33,1,26400000,1,26400000,130,691,476,406,2481,18000000,6
17411331,1,7,25096096.57,1,7605668,2,23646598,192,40000,2000,280,42683,60000000,8
109176215,1,9,48080572.89,7,66884112.14,3,11092408.67,2000,26000,10000,471,37206,38000000,6
132310602,7,19,137619039.4,7,66884112.14,3,134267940.3,364,12000,10000,1000,25550,170000000,1
121621863.1,9,3,58108439.33,7,66884112.14,3,134267940.3,364,12000,10000,1000,25549,170000000,1
20259297,1,3,18170561.33,7,66884112.14,1,37553932,487,20000,10000,3000,34011,40000000,5
32600000,1,1,37035845,7,66884112.14,1,37035845,71,16000,10000,634,28045,52000000,5
23616,1,1,65804,7,66884112.14,3,6473021,24,16000,10000,874,27575,12000000,9
19087997.33,3,3,16488933.33,7,66884112.14,6,65347352.17,35,12000,10000,7000,32094,30000000,6
11373445.5,2,1,12574715,5,9524761,1,12574715,92,3000,766,221,4198,4500000,7
40164921,4,1,54606,5,9524761,1,54606,11,773,766,419,2440,6000000,9
31744983.33,3,31,51583335.03,5,9524761,1,19447478,2,1000,766,72,1908,35000000,7
12782508,1,21,125805463.8,5,9524761,5,20974738,2000,854,766,501,2507,45000000,7
19959,1,1,23838,5,9524761,1,23838,7,805,766,507,2271,7000000,9
29247405,1,4,39313848.5,1,82528097,1,82528097,65,975,345,320,2223,6500000,2
1940040.167,6,15,30483265,1,197148,1,197148,187,631,163,158,1176,7500000,9
42665843.25,4,3,50783169,3,60905676.33,1,116724075,161,1000,418,196,1954,41000000,1
80088540,3,28,64470357.79,3,60905676.33,1,63143812,226,12000,418,370,13388,150000000,3
1185783,1,1,2849142,3,60905676.33,1,2849142,369,1000,418,295,1889,16000000,8
37044660,3,8,46276243.25,1,14003141,1,14003141,48,1000,865,826,4837,7000000,7
37708562.5,2,1,13650738,1,13650738,1,13650738,53,14000,1000,580,16926,20000000,7
11680929,3,7,19500889.29,1,7916887,3,18033545.33,0,23000,1000,826,26982,45000000,8
58824292.25,4,31,51583335.03,1,39514713,1,39514713,197,580,336,115,1275,28000000,5
69691679,3,9,72480207.22,1,68218041,5,58638277.8,70,1000,549,497,2820,55000000,3
143649106.5,8,1,126597121,1,126597121,3,110992798.3,58,2000,852,826,6576,150000000,1
226653447,8,20,87187660.05,7,267538140.9,2,327158237.5,0,16000,5000,857,22342,93000000,1
170795766.5,11,29,90807581.55,7,267538140.9,2,327158237.5,0,16000,5000,857,23052,94000000,1
165758656.7,3,11,95139529.18,7,267538140.9,3,345941821.7,563,40000,5000,1000,48350,300000000,1
129454717.5,16,36,91783206.47,7,267538140.9,3,345941821.7,563,40000,5000,1000,48184,140000000,1
129454717.5,16,36,91783206.47,7,267538140.9,3,345941821.7,563,40000,5000,1000,48486,225000000,1
94664663.56,8,14,85053953.93,7,267538140.9,2,81959893.5,249,11000,5000,844,17944,175000000,1
65670602.25,16,28,64470357.79,7,267538140.9,1,47396698,0,14000,5000,195,19600,130000000,4
33349949,1,1,22858926,1,22858926,3,87128330,0,512,216,213,1171,13000000,6
17016190,1,4,39313848.5,1,14545844,3,19943485,0,413,282,182,1284,6500000,7
25240988,1,1,19179969,1,19179969,3,14220147.33,422,33000,459,422,35345,17500000,7
124720,1,8,46276243.25,1,195888,1,195888,45,9,2,0,11,2500000000,9
6301131,1,6,6319410.667,1,27024,1,27024,57,37,9,6,73,5600000,9
58759893.2,5,1,78656813,1,78656813,2,39609436,34,642,533,445,2501,25000000,3
52291747.15,13,31,51583335.03,1,110000082,1,110000082,119,807,780,750,3629,48000000,1
556147,2,1,1953732,1,1953732,1,1953732,70,876,324,90,1351,15000000,8
3235557,2,9,24365824.11,1,1647780,1,1647780,346,280,278,141,821,1300000,8
55934939.5,2,9,73404714.56,2,21412620.67,1,32048809,174,730,716,324,2178,30000000,5
44032714.75,8,26,58934241.92,2,21412620.67,5,23163873,163,2000,716,636,4168,8500000,9
78870397,7,14,76351020.57,1,32368960,1,32368960,31,285,81,71,667,25000000,5
14888028,1,3,23758093,1,32541719,3,14021512,98,883,528,397,2201,3500159,5
27513932.33,3,1,6706368,1,6706368,1,6706368,909,909,91,42,1048,160000,8
164569324,25,24,112693921.4,1,18636537,2,13505061,0,29000,165,159,29743,32000000,7
14368052.25,4,17,62198271.18,1,37470017,1,37470017,108,1000,322,270,1982,10000000,5
2938208,1,1,9054736,1,9054736,1,9054736,9,402,222,42,787,2700000,8
17167359,4,1,16459004,1,16459004,1,16459004,11,471,308,159,1069,15000000,7
48813342.33,3,1,75573300,1,75573300,4,44053729.75,175,18000,497,459,20148,61000000,3
71442,1,2,90147855.5,2,4445396,1,104077,21,1000,835,772,4720,1000000,9
4734235,1,2,6056176.5,2,4445396,1,8786715,12,3000,835,797,5668,5000000,8
30652622,4,2,36373132,1,71502303,2,136154782.5,729,912,306,284,2170,12000000,3
42830500,4,1,36500000,2,56050000,4,44053729.75,152,16000,466,459,17568,8000000,5
25488293.25,4,2,37918133,2,56050000,1,75600000,0,906,466,403,1976,72000000,3
104837830.8,13,15,150704598.1,1,54700065,2,36678232.5,719,660,475,423,2031,105000000,4
18081626,1,2,51307263,1,44726644,1,44726644,58,549,439,316,1747,13000000,4
69700000,1,2,47201079,1,30993544,1,30993544,50,293,117,58,621,40000000,5
28870,1,18,103351181.3,1,39852,1,39852,700,599,325,56,1030,3000000,9
52609260.5,8,28,68430484.25,1,16300302,2,14291489.5,655,9000,786,390,10575,12000000,7
20400913,1,8,30814181.88,1,35096190,1,35096190,0,436,399,210,1395,60000000,5
49644399,5,11,95139529.18,1,1865774,1,1865774,241,27000,154,151,27659,30000000,8
14280438,2,12,46786071.92,1,15156200,2,10945522,164,258,218,45,571,30000000,7
5561,1,1,6387,1,6387,1,6387,0,975,645,394,2694,1000000,9
16988996,1,5,69573067.2,1,40218903,1,40218903,0,272,111,104,533,25000000,4
63529136,4,2,16944129.5,2,6405088.5,1,10494494,31,210,193,179,676,18000000,7
1011054,1,18,73476919.39,2,6405088.5,1,2315683,3,400,193,161,805,17000000,8
2301777,1,1,4239767,1,4239767,2,14142149.5,329,611,329,280,1834,7500000,8
56729973,1,4,19228972.25,1,17305211,3,19943485,150,24000,210,182,24547,38000000,7
20553808.6,10,28,64470357.79,1,25590119,1,25590119,23,460,442,162,1315,21150000,6
21468807,1,2,83779719,1,50000000,1,50000000,278,402,343,51,934,9000000,4
127175354,1,2,145806183.5,1,233630478,1,233630478,0,15000,410,272,15838,90000000,1
31546275.25,4,1,57011847,1,57011847,1,57011847,7,3000,190,91,3361,40000000,4
11806119,1,2,11758435,3,3683508.667,1,4440055,319,2000,552,179,3279,8500000,8
19305243.8,5,9,73404714.56,3,3683508.667,1,548712,234,11000,552,463,12385,2500000,9
9600000,1,3,46182297.67,3,3683508.667,1,6061759,15,723,552,172,1615,17000000,8
124562239.1,13,9,70579315.78,2,24655639,5,22678916,420,695,635,585,2530,25000000,4
20553808.6,10,2,4313413,2,24655639,5,11184587.2,47,658,636,407,3086,3200000,8
124562239.1,13,28,68430484.25,1,350034110,1,350034110,0,26000,23000,14000,79150,190000000,1
36941082.5,2,9,77142013.11,1,36985501,1,36985501,906,2000,587,528,3917,26000000,5
42830500,4,1,22201636,1,22201636,1,22201636,153,275,247,165,727,8000000,6
16228707.53,19,3,65524283.33,1,14252830,1,14252830,4,3000,486,83,3769,22000000,7
792966,1,1,2445646,2,22244983.5,2,1960077,52,10000,963,688,12897,5000000,8
68662076.5,6,22,55336343.86,2,22244983.5,1,42044321,274,11000,964,138,12522,80000000,4
63760630.5,2,2,70722157,1,128067808,1,128067808,0,103,21,5,129,15000000,1
119046932.8,8,3,50783169,1,33927476,1,33927476,0,510,344,308,1976,40000000,5
31962179.5,2,6,67127310.17,2,49584664.5,3,30826680.67,108,1000,400,186,1898,10000000,4
124562239.1,13,24,112693921.4,2,49584664.5,4,21121500.25,14000,535,400,358,1950,140000000,4
49000,1,1,72413,1,72413,1,72413,10,21,18,7,58,65000000,9
61769955,3,28,68430484.25,1,60507228,1,60507228,11,340,243,62,814,80000000,3
50084026.7,10,1,313436,1,313436,1,313436,16,117,21,14,155,15500000,9
70527,1,9,33403070.44,1,102055,1,102055,0,64,45,7,134,300000000,9
35985688,2,3,19843117.33,3,49869404,1,32055248,85,924,595,510,2711,25000000,5
72219395,1,5,82483594.2,3,49869404,1,31252964,395,13000,595,80,13707,4000000,5
56238335,3,2,74397487.5,3,49869404,3,130225118,0,1000,595,481,2703,2800000,2
36081973.33,3,17,72775089.94,1,39552600,1,39552600,24,407,189,142,1090,500000,5
88590721.67,3,26,70791394.65,3,24218057.33,1,3254172,386,19000,17000,203,36337,28000000,8
19447478,1,13,63511379.92,3,24218057.33,3,28506025.67,350,18000,17000,418,35501,14000000,5
19421271,1,3,72592778,3,24218057.33,3,28506025.67,350,18000,17000,418,35501,14000000,5
65670602.25,16,16,68169648.75,2,21790398.5,1,41227069,163,683,548,488,2436,11000000,4
42319717.33,3,1,2353728,2,21790398.5,1,2353728,22,572,548,413,1776,20000000,8
348283696,5,25,140782475.4,1,460935665,3,270808891.3,0,11000,1000,504,13485,11000000,1
74210795,4,28,68430484.25,1,120776832,2,70797980.5,88,11000,427,328,12952,75000000,1
80825554.27,11,17,62198271.18,1,233914986,1,233914986,0,34000,22000,20000,91434,200000000,1
143523463,1,29,90807581.55,4,56036634.75,1,130058047,0,18000,828,158,19078,15000000,1
22108977,1,5,30205967.4,4,56036634.75,3,38002122.33,37,885,828,545,2872,19000000,4
55708283.75,4,12,20867284.17,4,56036634.75,2,52311418.5,59,2000,828,676,4315,55000000,5
47157207.25,4,9,57047206,4,56036634.75,1,13801755,36,13000,828,507,15183,20000000,7
25755994.5,2,20,87187660.05,1,65012000,2,33947031,0,443,277,184,1439,70000000,3
43771291,2,4,84897455.5,2,33071408,1,53133888,155,687,151,125,1440,31000000,4
14280438,2,13,45718710.08,2,33071408,1,13008928,0,355,151,133,837,4000000,7
6566801,3,1,14343976,1,14343976,1,14343976,6,935,120,65,1327,5000000,7
73496139.42,12,28,68430484.25,1,134518390,5,70558230.2,255,3000,1000,882,5811,150000000,1
399611,1,2,3212792,1,906666,1,906666,0,399,169,59,660,500000,9
28259120.5,2,4,26483611.25,1,1984378,1,1984378,263,71,51,37,226,2000000,8
30334087,2,6,20133306,1,22954968,3,14884833.33,133,12000,310,258,12749,11500000,6
63248008.42,12,18,47298173.67,1,47887943,2,30870971.5,0,3000,455,384,4480,20000000,4
31713629.75,4,4,39313848.5,1,30400000,1,30400000,36,592,516,275,2176,39000000,5
5709616,1,1,10134754,1,10134754,3,20826182.33,6,1000,857,843,5393,30000000,7
3749061,1,7,67391998.86,2,10167234.5,6,21284903.5,47,3000,497,442,4053,10000000,7
4142507,1,1,7764027,2,10167234.5,1,7764027,0,628,497,322,2061,10000000,8
31439603.29,7,24,48610758.46,5,159846583.6,2,22747008.5,541,22000,22000,638,46022,15000000,8
47941854.75,4,1,40962534,5,159846583.6,3,52725516,0,33000,22000,1000,57077,12500000,4
226653447,8,20,87187660.05,5,159846583.6,2,309384965.5,508,34000,22000,14000,81385,125000000,1
348283696,5,25,140782475.4,5,159846583.6,2,309384965.5,508,34000,22000,14000,81385,160000000,1
122757143,2,1,135014968,5,159846583.6,2,104536833,293,49000,22000,878,74382,50000000,1
44089982.92,12,36,91783206.47,1,6768055,2,4031347.5,906,956,579,287,2260,57000000,8
800000,1,2,1085655,1,146072,1,146072,8,106,56,11,182,140000000,9
14375181,1,1,2957978,1,2957978,1,2957978,120,41,27,0,68,1000000,8
86710306.33,3,1,33105600,1,33105600,1,33105600,84,989,229,150,1576,70000000,5
38231814,3,1,16118077,1,16118077,3,28506025.67,21,967,767,418,3067,25000000,7
57018530.5,4,4,84897455.5,1,109712885,1,109712885,0,13000,597,531,15106,35000000,1
686383,1,1,1677838,1,1677838,1,1677838,2,783,659,5,1447,1000000,8
189942999.3,7,36,91783206.47,1,141614023,1,141614023,80,22000,216,201,22697,225000000,1
104837830.8,13,3,57559338,1,119420252,1,119420252,12,730,607,182,2217,150000000,1
36970759,4,6,61469170.83,1,83287363,1,83287363,176,11000,530,308,12757,45000000,2
31492071.33,3,1,19294901,1,19294901,2,35647794.5,0,1000,573,520,2535,35000000,7
32000000,1,1,74098862,2,43601345,1,74098862,436,3000,472,175,3924,40000000,3
25251115.17,6,2,25612966.5,2,43601345,2,29155470,0,11000,472,303,12237,11000000,7
11783745.6,5,20,87187660.05,1,2921738,3,14021512,147,8000,860,397,9984,7000000,8
60560021.8,5,8,97015780.75,1,86930411,1,86930411,119,3000,348,144,3847,23000000,2
45041021.5,4,4,34966215.75,1,25167270,1,25167270,119,11000,592,265,12254,24000000,6
89701574.5,6,18,78167136.22,1,25296447,1,25296447,255,26000,1000,447,27572,21000000,6
